batch_id,plant,line,planned_qty,actual_qty,good_qty,rejected_qty,downtime_minutes,supplier_risk_score,machine_age_years,machine_criticality,shift,part_category,supplier_region,defect_risk_flag,production_achievement_pct,rejection_rate,good_rate,downtime_per_1000_units,is_night_shift,is_high_criticality,supplier_risk_bucket
BATCH_04223,Bangalore,Line_C,1214,904,880,24,52,0.27,9,High,A,Engine,East,1,0.7446457990115322,0.02654867256637168,0.9734513274336283,57.52212389380531,0,1,Low
BATCH_04224,Nashik,Line_D,877,737,706,31,40,0.43,10,Medium,C,Transmission,East,1,0.8403648802736602,0.04206241519674356,0.9579375848032564,54.274084124830395,1,0,Medium
BATCH_04225,Chakan,Line_C,999,721,708,13,32,0.07,2,Medium,A,Axle,North,0,0.7217217217217218,0.018030513176144243,0.9819694868238558,44.382801664355064,0,0,Low
BATCH_04226,Chakan,Line_C,951,755,717,38,34,0.57,2,Low,C,Brake,North,1,0.7939011566771819,0.05033112582781457,0.9496688741721855,45.033112582781456,1,0,Medium
BATCH_04227,Chakan,Line_C,1055,1017,986,31,29,0.33,8,High,A,Transmission,West,1,0.9639810426540284,0.03048180924287119,0.9695181907571289,28.51524090462144,0,1,Low
BATCH_04228,Bangalore,Line_D,948,740,700,40,33,0.59,4,Low,C,Electronics,West,1,0.7805907172995781,0.05405405405405406,0.9459459459459459,44.5945945945946,1,0,Medium
BATCH_04229,Nashik,Line_C,1127,871,836,35,30,0.16,1,High,B,Electronics,North,0,0.7728482697426797,0.040183696900114814,0.9598163030998852,34.44316877152698,0,1,Low
BATCH_04230,Bangalore,Line_A,739,676,651,25,47,0.35,2,Low,C,Axle,West,0,0.9147496617050067,0.03698224852071006,0.9630177514792899,69.5266272189349,1,0,Medium
BATCH_04231,Chakan,Line_B,894,891,875,16,44,0.62,9,High,A,Axle,South,1,0.9966442953020134,0.017957351290684626,0.9820426487093153,49.382716049382715,0,1,Medium
BATCH_04232,Nashik,Line_A,725,608,578,30,23,0.41,8,Medium,C,Transmission,South,1,0.8386206896551724,0.049342105263157895,0.9506578947368421,37.828947368421055,1,0,Medium
BATCH_04233,Chakan,Line_B,759,679,644,35,35,0.31,11,Medium,C,Brake,West,1,0.8945981554677207,0.05154639175257732,0.9484536082474226,51.546391752577314,1,0,Low
BATCH_04234,Nashik,Line_A,1089,1027,1006,21,32,0.06,9,Low,A,Brake,South,0,0.9430670339761249,0.02044790652385589,0.9795520934761441,31.158714703018504,0,0,Low
BATCH_04235,Chakan,Line_B,705,530,517,13,32,0.41,3,Low,C,Axle,East,0,0.75177304964539,0.024528301886792454,0.9754716981132076,60.37735849056603,1,0,Medium
BATCH_04236,Chakan,Line_C,800,807,733,74,33,0.75,3,High,A,Brake,North,1,1.00875,0.09169764560099132,0.9083023543990086,40.89219330855018,0,1,High
BATCH_04237,Chakan,Line_D,783,645,622,23,39,0.08,5,Medium,C,Axle,East,0,0.8237547892720306,0.03565891472868217,0.9643410852713178,60.46511627906977,1,0,Low
BATCH_04238,Nashik,Line_D,1002,962,922,40,45,0.34,8,High,B,Axle,East,1,0.9600798403193613,0.04158004158004158,0.9584199584199584,46.77754677754678,0,1,Medium
BATCH_04239,Bangalore,Line_B,929,881,827,54,36,0.56,4,Low,B,Electronics,West,1,0.9483315392895587,0.06129398410896708,0.9387060158910329,40.86265607264472,0,0,Medium
BATCH_04240,Nashik,Line_D,723,728,718,10,33,0.43,5,High,A,Brake,North,1,1.0069156293222683,0.013736263736263736,0.9862637362637363,45.32967032967033,0,1,Medium
BATCH_04241,Nashik,Line_A,1086,1121,1089,32,41,0.17,1,Medium,A,Electronics,South,0,1.0322283609576428,0.028545941123996433,0.9714540588760036,36.57448706512043,0,0,Low
BATCH_04242,Bangalore,Line_B,968,946,901,45,32,0.48,11,Medium,C,Electronics,East,1,0.9772727272727273,0.04756871035940803,0.952431289640592,33.82663847780127,1,0,Medium
BATCH_04243,Chakan,Line_C,815,624,600,24,34,0.21,11,Medium,A,Engine,South,0,0.7656441717791411,0.038461538461538464,0.9615384615384616,54.48717948717949,0,0,Low
BATCH_04244,Nashik,Line_B,1289,1072,1025,47,32,0.41,3,High,A,Electronics,East,1,0.8316524437548487,0.043843283582089554,0.9561567164179104,29.850746268656714,0,1,Medium
BATCH_04245,Chakan,Line_A,802,773,738,35,48,0.61,2,High,A,Brake,East,1,0.9638403990024937,0.045278137128072445,0.9547218628719275,62.09573091849935,0,1,Medium
BATCH_04246,Bangalore,Line_D,855,801,774,27,40,0.09,6,Medium,C,Brake,South,0,0.9368421052631579,0.033707865168539325,0.9662921348314607,49.93757802746566,1,0,Low
BATCH_04247,Bangalore,Line_D,980,727,697,30,42,0.42,11,High,C,Transmission,West,1,0.7418367346938776,0.04126547455295736,0.9587345254470426,57.77166437414031,1,1,Medium
BATCH_04248,Chakan,Line_A,770,779,754,25,28,0.57,9,Low,A,Transmission,North,1,1.0116883116883117,0.03209242618741977,0.9679075738125802,35.94351732991014,0,0,Medium
BATCH_04249,Nashik,Line_C,1223,1118,1078,40,37,0.08,11,Low,B,Transmission,East,0,0.9141455437448897,0.03577817531305903,0.964221824686941,33.0948121645796,0,0,Low
BATCH_04250,Nashik,Line_B,1290,1272,1197,75,42,0.51,7,Low,B,Electronics,East,1,0.986046511627907,0.0589622641509434,0.9410377358490566,33.0188679245283,0,0,Medium
BATCH_04251,Chakan,Line_D,727,569,552,17,33,0.37,11,High,C,Axle,East,1,0.782668500687758,0.029876977152899824,0.9701230228471002,57.99648506151143,1,1,Medium
BATCH_04252,Bangalore,Line_B,968,965,931,34,33,0.19,10,Medium,C,Brake,North,1,0.996900826446281,0.035233160621761656,0.9647668393782384,34.196891191709845,1,0,Low
BATCH_04253,Nashik,Line_D,1259,1115,1084,31,46,0.34,7,Low,A,Engine,South,0,0.8856235107227959,0.02780269058295964,0.9721973094170404,41.25560538116592,0,0,Medium
BATCH_04254,Nashik,Line_C,1026,1058,1015,43,48,0.41,10,Low,A,Engine,South,1,1.0311890838206628,0.04064272211720227,0.9593572778827977,45.36862003780718,0,0,Medium
BATCH_04255,Nashik,Line_A,1131,1156,1080,76,32,0.52,5,Medium,C,Brake,South,1,1.02210433244916,0.0657439446366782,0.9342560553633218,27.68166089965398,1,0,Medium
BATCH_04256,Chakan,Line_C,864,672,662,10,32,0.13,9,Medium,A,Axle,West,0,0.7777777777777778,0.01488095238095238,0.9851190476190477,47.61904761904761,0,0,Low
BATCH_04257,Chakan,Line_C,781,771,761,10,37,0.27,3,Low,A,Axle,North,0,0.9871959026888605,0.01297016861219196,0.9870298313878081,47.98962386511025,0,0,Low
BATCH_04258,Nashik,Line_A,986,713,684,29,33,0.65,2,High,B,Transmission,South,1,0.7231237322515213,0.04067321178120617,0.9593267882187938,46.28330995792427,0,1,Medium
BATCH_04259,Bangalore,Line_A,1097,1046,995,51,24,0.45,8,High,A,Transmission,West,1,0.9535095715587967,0.04875717017208413,0.9512428298279159,22.94455066921606,0,1,Medium
BATCH_04260,Nashik,Line_D,958,882,846,36,30,0.47,8,Medium,C,Axle,East,0,0.9206680584551148,0.04081632653061224,0.9591836734693877,34.01360544217687,1,0,Medium
BATCH_04261,Chakan,Line_D,1057,1050,1039,11,35,0.23,5,Low,B,Transmission,North,0,0.9933774834437086,0.010476190476190476,0.9895238095238095,33.33333333333333,0,0,Low
BATCH_04262,Nashik,Line_D,730,677,658,19,35,0.6,2,Medium,C,Axle,North,1,0.9273972602739726,0.028064992614475627,0.9719350073855244,51.698670605612996,1,0,Medium
BATCH_04263,Bangalore,Line_D,921,790,760,30,35,0.03,1,High,C,Engine,West,0,0.8577633007600435,0.0379746835443038,0.9620253164556962,44.303797468354425,1,1,Low
BATCH_04264,Bangalore,Line_D,937,898,852,46,38,0.42,7,Medium,B,Engine,West,0,0.9583778014941302,0.051224944320712694,0.9487750556792873,42.3162583518931,0,0,Medium
BATCH_04265,Nashik,Line_B,1257,1215,1139,76,36,0.07,3,High,C,Engine,East,1,0.9665871121718377,0.06255144032921811,0.9374485596707819,29.629629629629626,1,1,Low
BATCH_04266,Bangalore,Line_B,1208,1146,1120,26,29,0.3,8,High,A,Brake,East,1,0.9486754966887417,0.02268760907504363,0.9773123909249564,25.30541012216405,0,1,Low
BATCH_04267,Bangalore,Line_B,990,1031,1007,24,31,0.39,8,Medium,C,Axle,East,1,1.0414141414141413,0.023278370514064017,0.976721629485936,30.06789524733269,1,0,Medium
BATCH_04268,Nashik,Line_A,973,934,875,59,35,0.12,9,High,C,Electronics,East,1,0.959917780061665,0.06316916488222699,0.936830835117773,37.47323340471092,1,1,Low
BATCH_04269,Nashik,Line_C,953,965,926,39,30,0.25,9,Medium,C,Transmission,South,1,1.012591815320042,0.04041450777202073,0.9595854922279793,31.088082901554404,1,0,Low
BATCH_04270,Bangalore,Line_C,958,790,770,20,34,0.22,5,Medium,B,Engine,East,0,0.824634655532359,0.02531645569620253,0.9746835443037974,43.0379746835443,0,0,Low
BATCH_04271,Nashik,Line_A,1052,880,838,42,32,0.4,6,Medium,A,Electronics,East,0,0.8365019011406845,0.04772727272727273,0.9522727272727273,36.36363636363637,0,0,Medium
BATCH_04272,Nashik,Line_C,890,717,697,20,30,0.09,3,High,C,Engine,West,1,0.8056179775280898,0.02789400278940028,0.9721059972105998,41.84100418410042,1,1,Low
BATCH_04273,Bangalore,Line_B,1289,1260,1220,40,41,0.27,1,High,C,Brake,South,1,0.9775019394879751,0.031746031746031744,0.9682539682539683,32.53968253968254,1,1,Low
BATCH_04274,Chakan,Line_A,1133,1086,1038,48,37,0.49,7,High,C,Electronics,East,1,0.9585172109443955,0.04419889502762431,0.9558011049723757,34.069981583793734,1,1,Medium
BATCH_04275,Chakan,Line_B,1253,987,938,49,41,0.26,5,Medium,C,Brake,North,0,0.7877094972067039,0.04964539007092199,0.950354609929078,41.540020263424516,1,0,Low
BATCH_04276,Nashik,Line_B,983,875,834,41,31,0.18,8,High,A,Transmission,West,1,0.8901322482197355,0.046857142857142854,0.9531428571428572,35.42857142857143,0,1,Low
BATCH_04277,Chakan,Line_C,847,620,594,26,41,0.43,5,Medium,A,Transmission,South,0,0.731995277449823,0.041935483870967745,0.9580645161290322,66.12903225806451,0,0,Medium
BATCH_04278,Chakan,Line_A,1072,1011,997,14,47,0.47,1,High,B,Axle,South,1,0.9430970149253731,0.013847675568743818,0.9861523244312562,46.48862512363996,0,1,Medium
BATCH_04279,Chakan,Line_C,782,699,687,12,29,0.51,2,Medium,B,Engine,South,0,0.8938618925831202,0.017167381974248927,0.9828326180257511,41.48783977110158,0,0,Medium
BATCH_04280,Chakan,Line_D,1218,1068,1018,50,45,0.37,3,High,A,Electronics,East,1,0.8768472906403941,0.04681647940074907,0.9531835205992509,42.13483146067416,0,1,Medium
BATCH_04281,Nashik,Line_C,1108,1037,974,63,46,0.09,10,High,A,Electronics,North,1,0.9359205776173285,0.06075216972034716,0.9392478302796529,44.35872709739634,0,1,Low
BATCH_04282,Bangalore,Line_A,824,734,691,43,41,0.14,8,Medium,A,Engine,West,0,0.8907766990291263,0.05858310626702997,0.94141689373297,55.858310626703,0,0,Low
BATCH_04283,Chakan,Line_A,810,839,786,53,41,0.17,5,High,C,Brake,North,1,1.0358024691358025,0.0631704410011919,0.9368295589988082,48.86769964243147,1,1,Low
BATCH_04284,Bangalore,Line_D,780,784,750,34,22,0.25,2,Medium,A,Transmission,West,0,1.005128205128205,0.04336734693877551,0.9566326530612245,28.06122448979592,0,0,Low
BATCH_04285,Nashik,Line_D,1184,1134,1106,28,29,0.31,1,Medium,A,Brake,East,0,0.9577702702702703,0.024691358024691357,0.9753086419753086,25.57319223985891,0,0,Low
BATCH_04286,Bangalore,Line_C,1050,1010,983,27,42,0.11,1,Low,B,Transmission,South,0,0.9619047619047619,0.026732673267326732,0.9732673267326732,41.584158415841586,0,0,Low
BATCH_04287,Nashik,Line_A,727,642,634,8,30,0.47,7,Low,B,Axle,South,0,0.8830811554332875,0.012461059190031152,0.9875389408099688,46.72897196261682,0,0,Medium
BATCH_04288,Nashik,Line_C,976,958,904,54,40,0.41,11,Medium,B,Engine,West,1,0.9815573770491803,0.05636743215031315,0.9436325678496869,41.75365344467641,0,0,Medium
BATCH_04289,Nashik,Line_A,794,709,694,15,38,0.17,5,Medium,B,Brake,West,0,0.8929471032745592,0.021156558533145273,0.9788434414668548,53.5966149506347,0,0,Low
BATCH_04290,Chakan,Line_B,1130,963,875,88,36,0.79,6,Low,B,Brake,West,1,0.852212389380531,0.09138110072689512,0.9086188992731049,37.38317757009346,0,0,High
BATCH_04291,Chakan,Line_C,993,972,937,35,29,0.29,6,Low,A,Electronics,South,0,0.9788519637462235,0.0360082304526749,0.9639917695473251,29.83539094650206,0,0,Low
BATCH_04292,Chakan,Line_B,1292,996,935,61,35,0.15,8,High,A,Electronics,East,0,0.7708978328173375,0.06124497991967871,0.9387550200803213,35.140562248995984,0,1,Low
BATCH_04293,Chakan,Line_C,1253,1241,1183,58,31,0.36,11,Medium,A,Transmission,West,1,0.9904229848363927,0.046736502820306204,0.9532634971796938,24.9798549556809,0,0,Medium
BATCH_04294,Bangalore,Line_A,722,714,707,7,25,0.43,10,Medium,A,Transmission,North,0,0.9889196675900277,0.00980392156862745,0.9901960784313726,35.0140056022409,0,0,Medium
BATCH_04295,Bangalore,Line_D,1183,1149,1126,23,36,0.32,5,High,A,Brake,East,1,0.9712595097210481,0.020017406440382943,0.979982593559617,31.33159268929504,0,1,Low
BATCH_04296,Bangalore,Line_D,1023,749,694,55,31,0.51,3,High,C,Electronics,East,1,0.7321603128054741,0.07343124165554073,0.9265687583444593,41.388518024032045,1,1,Medium
BATCH_04297,Nashik,Line_B,1024,778,757,21,32,0.19,2,Low,B,Axle,East,0,0.759765625,0.02699228791773779,0.9730077120822622,41.131105398457585,0,0,Low
BATCH_04298,Chakan,Line_A,895,721,695,26,35,0.28,8,Medium,C,Transmission,South,1,0.8055865921787709,0.036061026352288486,0.9639389736477115,48.54368932038835,1,0,Low
BATCH_04299,Chakan,Line_C,850,662,648,14,32,0.45,9,High,A,Engine,East,1,0.7788235294117647,0.021148036253776436,0.9788519637462235,48.33836858006042,0,1,Medium
BATCH_04300,Chakan,Line_A,1041,962,950,12,37,0.34,11,High,A,Axle,North,1,0.9241114313160422,0.012474012474012475,0.9875259875259875,38.46153846153846,0,1,Medium
BATCH_04301,Nashik,Line_D,745,630,597,33,40,0.36,4,Low,C,Brake,South,1,0.8456375838926175,0.05238095238095238,0.9476190476190476,63.492063492063494,1,0,Medium
BATCH_04302,Bangalore,Line_C,1258,1050,982,68,27,0.76,6,Low,B,Transmission,West,1,0.834658187599364,0.06476190476190476,0.9352380952380952,25.71428571428571,0,0,High
BATCH_04303,Bangalore,Line_A,832,618,588,30,38,0.56,1,Medium,A,Transmission,South,0,0.7427884615384616,0.04854368932038835,0.9514563106796117,61.48867313915858,0,0,Medium
BATCH_04304,Chakan,Line_A,1272,1070,1046,24,37,0.04,1,Low,B,Transmission,East,0,0.8411949685534591,0.022429906542056073,0.9775700934579439,34.57943925233645,0,0,Low
BATCH_04305,Chakan,Line_B,1107,949,921,28,34,0.22,4,Low,B,Electronics,West,0,0.8572719060523939,0.029504741833508957,0.9704952581664911,35.82718651211802,0,0,Low
BATCH_04306,Chakan,Line_D,1084,953,893,60,37,0.15,1,High,B,Electronics,North,0,0.8791512915129152,0.06295907660020986,0.9370409233997902,38.82476390346275,0,1,Low
BATCH_04307,Bangalore,Line_D,911,884,859,25,25,0.47,2,High,A,Electronics,South,1,0.9703622392974753,0.02828054298642534,0.9717194570135747,28.28054298642534,0,1,Medium
BATCH_04308,Bangalore,Line_A,743,688,673,15,46,0.28,2,Medium,A,Electronics,North,0,0.9259757738896366,0.02180232558139535,0.9781976744186046,66.86046511627907,0,0,Low
BATCH_04309,Chakan,Line_C,754,683,662,21,29,0.11,6,Medium,C,Transmission,East,0,0.9058355437665783,0.03074670571010249,0.9692532942898975,42.459736456808194,1,0,Low
BATCH_04310,Nashik,Line_D,954,933,891,42,40,0.37,1,High,A,Brake,North,1,0.9779874213836478,0.04501607717041801,0.954983922829582,42.872454448017145,0,1,Medium
BATCH_04311,Nashik,Line_D,1109,966,918,48,30,0.66,9,Low,A,Axle,South,1,0.8710550045085663,0.049689440993788817,0.9503105590062112,31.055900621118013,0,0,Medium
BATCH_04312,Chakan,Line_B,960,824,777,47,31,0.3,1,Low,C,Electronics,North,0,0.8583333333333333,0.05703883495145631,0.9429611650485437,37.62135922330097,1,0,Low
BATCH_04313,Bangalore,Line_B,1033,874,811,63,34,0.36,1,Medium,C,Engine,South,0,0.846079380445305,0.07208237986270023,0.9279176201372997,38.901601830663616,1,0,Medium
BATCH_04314,Chakan,Line_A,721,620,597,23,32,0.39,2,High,B,Electronics,West,1,0.8599167822468793,0.037096774193548385,0.9629032258064516,51.612903225806456,0,1,Medium
BATCH_04315,Nashik,Line_B,1202,1166,1091,75,37,0.32,9,Low,C,Engine,South,1,0.9700499168053245,0.06432246998284734,0.9356775300171527,31.732418524871356,1,0,Low
BATCH_04316,Bangalore,Line_A,932,888,832,56,45,0.33,8,Low,C,Electronics,West,1,0.9527896995708155,0.06306306306306306,0.9369369369369369,50.67567567567568,1,0,Low
BATCH_04317,Bangalore,Line_A,822,746,725,21,40,0.29,3,High,C,Transmission,South,1,0.9075425790754258,0.028150134048257374,0.9718498659517426,53.61930294906166,1,1,Low
BATCH_04318,Chakan,Line_C,855,635,609,26,33,0.26,1,Medium,B,Axle,South,0,0.7426900584795322,0.04094488188976378,0.9590551181102362,51.968503937007874,0,0,Low
BATCH_04319,Nashik,Line_B,882,843,809,34,35,0.37,9,Low,B,Brake,West,0,0.95578231292517,0.04033214709371293,0.9596678529062871,41.518386714116254,0,0,Medium
BATCH_04320,Chakan,Line_C,811,642,619,23,43,0.13,2,High,A,Electronics,East,0,0.7916152897657214,0.03582554517133956,0.9641744548286605,66.97819314641744,0,1,Low
BATCH_04321,Chakan,Line_D,1113,1143,1045,98,43,0.67,1,High,B,Electronics,West,1,1.0269541778975741,0.0857392825896763,0.9142607174103237,37.62029746281715,0,1,High
BATCH_04322,Chakan,Line_A,1094,992,979,13,31,0.51,5,Low,B,Brake,West,0,0.906764168190128,0.01310483870967742,0.9868951612903226,31.25,0,0,Medium
BATCH_04323,Chakan,Line_A,1202,1111,1070,41,41,0.35,11,High,C,Brake,South,1,0.9242928452579035,0.0369036903690369,0.963096309630963,36.9036903690369,1,1,Medium
BATCH_04324,Bangalore,Line_A,782,769,735,34,48,0.36,7,Medium,C,Axle,North,1,0.9833759590792839,0.044213263979193757,0.9557867360208062,62.418725617685304,1,0,Medium
BATCH_04325,Bangalore,Line_D,1153,842,769,73,32,0.2,9,Low,C,Engine,South,1,0.7302688638334779,0.08669833729216152,0.9133016627078385,38.00475059382423,1,0,Low
BATCH_04326,Bangalore,Line_A,733,671,624,47,45,0.55,9,Medium,C,Electronics,West,1,0.9154160982264665,0.07004470938897168,0.9299552906110283,67.06408345752608,1,0,Medium
BATCH_04327,Bangalore,Line_C,1174,942,893,49,33,0.56,7,High,C,Electronics,West,1,0.8023850085178875,0.05201698513800425,0.9479830148619958,35.031847133757964,1,1,Medium
BATCH_04328,Nashik,Line_B,1172,1123,1103,20,29,0.31,4,Medium,B,Brake,North,0,0.9581911262798635,0.017809439002671415,0.9821905609973286,25.823686553873554,0,0,Low
BATCH_04329,Nashik,Line_A,1026,937,897,40,31,0.55,2,Medium,B,Electronics,North,0,0.9132553606237817,0.042689434364994665,0.9573105656350054,33.084311632870865,0,0,Medium
BATCH_04330,Nashik,Line_C,1005,973,941,32,27,0.46,2,High,A,Electronics,South,1,0.9681592039800995,0.0328879753340185,0.9671120246659815,27.74922918807811,0,1,Medium
BATCH_04331,Nashik,Line_B,786,710,696,14,32,0.28,8,Low,B,Brake,East,0,0.9033078880407125,0.01971830985915493,0.9802816901408451,45.07042253521127,0,0,Low
BATCH_04332,Bangalore,Line_B,1162,1180,1083,97,46,0.74,9,High,B,Engine,West,1,1.0154905335628228,0.08220338983050847,0.9177966101694915,38.983050847457626,0,1,High
BATCH_04333,Bangalore,Line_C,1191,1056,991,65,36,0.07,5,Low,B,Electronics,North,0,0.8866498740554156,0.061553030303030304,0.9384469696969697,34.090909090909086,0,0,Low
BATCH_04334,Chakan,Line_A,1056,1017,981,36,34,0.21,1,Low,B,Transmission,North,0,0.9630681818181818,0.035398230088495575,0.9646017699115044,33.43166175024582,0,0,Low
BATCH_04335,Bangalore,Line_C,982,928,900,28,31,0.09,6,Medium,A,Axle,North,0,0.945010183299389,0.03017241379310345,0.9698275862068966,33.4051724137931,0,0,Low
BATCH_04336,Chakan,Line_B,1187,1242,1218,24,39,0.15,9,Medium,A,Axle,West,0,1.046335299073294,0.01932367149758454,0.9806763285024155,31.40096618357488,0,0,Low
BATCH_04337,Chakan,Line_D,1105,1128,1077,51,33,0.27,11,Low,A,Electronics,West,0,1.020814479638009,0.04521276595744681,0.9547872340425532,29.255319148936174,0,0,Low
BATCH_04338,Chakan,Line_C,749,672,657,15,45,0.25,11,Low,A,Axle,West,0,0.897196261682243,0.022321428571428572,0.9776785714285714,66.96428571428571,0,0,Low
BATCH_04339,Chakan,Line_A,979,904,856,48,32,0.11,7,High,A,Electronics,East,1,0.923391215526047,0.05309734513274336,0.9469026548672567,35.39823008849557,0,1,Low
BATCH_04340,Nashik,Line_D,737,654,618,36,39,0.24,11,Low,A,Electronics,North,0,0.8873812754409769,0.05504587155963303,0.944954128440367,59.63302752293578,0,0,Low
BATCH_04341,Nashik,Line_C,1094,913,901,12,44,0.53,2,High,B,Brake,South,1,0.8345521023765996,0.013143483023001095,0.9868565169769989,48.192771084337345,0,1,Medium
BATCH_04342,Nashik,Line_C,1232,1156,1089,67,39,0.35,1,High,A,Engine,South,1,0.9383116883116883,0.05795847750865052,0.9420415224913494,33.73702422145329,0,1,Medium
BATCH_04343,Bangalore,Line_C,813,757,712,45,31,0.0,5,Low,B,Electronics,South,0,0.931119311193112,0.059445178335535004,0.940554821664465,40.95112285336856,0,0,Low
BATCH_04344,Bangalore,Line_D,1094,999,958,41,31,0.35,1,Medium,A,Axle,West,0,0.9131627056672761,0.04104104104104104,0.958958958958959,31.03103103103103,0,0,Medium
BATCH_04345,Chakan,Line_A,974,1018,966,52,39,0.53,7,Low,C,Axle,East,1,1.0451745379876796,0.05108055009823183,0.9489194499017681,38.31041257367387,1,0,Medium
BATCH_04346,Chakan,Line_D,1126,1028,1017,11,28,0.48,8,Low,A,Axle,West,0,0.9129662522202486,0.010700389105058366,0.9892996108949417,27.237354085603112,0,0,Medium
BATCH_04347,Bangalore,Line_B,934,793,761,32,34,0.17,9,Medium,C,Brake,West,0,0.8490364025695931,0.0403530895334174,0.9596469104665826,42.87515762925599,1,0,Low
BATCH_04348,Chakan,Line_D,1115,893,863,30,34,0.41,9,Medium,A,Axle,North,0,0.8008968609865471,0.0335946248600224,0.9664053751399776,38.07390817469205,0,0,Medium
BATCH_04349,Bangalore,Line_B,1110,962,928,34,36,0.25,1,Low,A,Electronics,North,0,0.8666666666666667,0.035343035343035345,0.9646569646569647,37.42203742203743,0,0,Low
BATCH_04350,Chakan,Line_B,881,836,819,17,31,0.41,9,High,B,Axle,North,1,0.9489216799091941,0.02033492822966507,0.9796650717703349,37.08133971291866,0,1,Medium
BATCH_04351,Chakan,Line_D,1055,836,799,37,30,0.1,5,Medium,B,Engine,North,1,0.7924170616113744,0.04425837320574163,0.9557416267942583,35.885167464114836,0,0,Low
BATCH_04352,Bangalore,Line_C,937,823,802,21,22,0.11,4,Medium,B,Engine,South,0,0.8783351120597652,0.02551640340218712,0.9744835965978129,26.731470230862698,0,0,Low
BATCH_04353,Nashik,Line_A,866,649,598,51,31,0.68,5,Low,A,Axle,East,1,0.7494226327944573,0.07858243451463791,0.9214175654853621,47.76579352850539,0,0,High
BATCH_04354,Chakan,Line_A,713,518,500,18,34,0.29,11,Low,C,Brake,West,1,0.726507713884993,0.03474903474903475,0.9652509652509652,65.63706563706563,1,0,Low
BATCH_04355,Chakan,Line_C,1289,1154,1102,52,33,0.31,10,Medium,C,Brake,West,1,0.8952676493405741,0.045060658578856154,0.9549393414211439,28.59618717504333,1,0,Low
BATCH_04356,Chakan,Line_D,778,774,736,38,42,0.37,8,Medium,A,Transmission,East,0,0.9948586118251928,0.04909560723514212,0.9509043927648578,54.263565891472865,0,0,Medium
BATCH_04357,Bangalore,Line_A,782,739,730,9,37,0.54,7,Medium,B,Brake,North,1,0.9450127877237852,0.012178619756427604,0.9878213802435724,50.06765899864682,0,0,Medium
BATCH_04358,Nashik,Line_B,1185,1027,967,60,31,0.44,1,Low,C,Engine,West,0,0.8666666666666667,0.05842259006815969,0.9415774099318404,30.185004868549175,1,0,Medium
BATCH_04359,Nashik,Line_D,1281,1319,1238,81,26,0.23,8,Medium,A,Electronics,West,0,1.029664324746292,0.06141015921152388,0.9385898407884761,19.711902956785444,0,0,Low
BATCH_04360,Nashik,Line_A,1215,978,921,57,42,0.17,11,Medium,C,Transmission,South,1,0.8049382716049382,0.05828220858895705,0.941717791411043,42.944785276073624,1,0,Low
BATCH_04361,Bangalore,Line_C,1199,1033,989,44,29,0.27,9,High,B,Electronics,East,1,0.8615512927439533,0.04259438528557599,0.957405614714424,28.073572120038726,0,1,Low
BATCH_04362,Chakan,Line_C,1071,791,745,46,34,0.34,5,High,C,Engine,North,1,0.738562091503268,0.05815423514538559,0.9418457648546145,42.98356510745891,1,1,Medium
BATCH_04363,Bangalore,Line_A,1246,1201,1146,55,34,0.39,10,Medium,C,Axle,West,1,0.963884430176565,0.04579517069109076,0.9542048293089093,28.309741881765195,1,0,Medium
BATCH_04364,Chakan,Line_D,773,574,539,35,47,0.15,5,Medium,C,Engine,South,0,0.7425614489003881,0.06097560975609756,0.9390243902439024,81.8815331010453,1,0,Low
BATCH_04365,Nashik,Line_D,914,869,846,23,39,0.05,5,Low,A,Axle,North,0,0.9507658643326039,0.026467203682393557,0.9735327963176065,44.87917146144994,0,0,Low
BATCH_04366,Chakan,Line_A,1084,936,899,37,33,0.25,8,Low,C,Transmission,West,1,0.8634686346863468,0.03952991452991453,0.9604700854700855,35.256410256410255,1,0,Low
BATCH_04367,Nashik,Line_B,730,657,628,29,31,0.56,3,Medium,A,Axle,South,0,0.9,0.0441400304414003,0.9558599695585996,47.1841704718417,0,0,Medium
BATCH_04368,Bangalore,Line_B,1242,1026,973,53,33,0.43,2,High,A,Engine,North,1,0.8260869565217391,0.05165692007797271,0.9483430799220273,32.16374269005848,0,1,Medium
BATCH_04369,Bangalore,Line_D,1041,967,951,16,39,0.51,10,High,B,Axle,West,1,0.9289145052833814,0.016546018614270942,0.983453981385729,40.33092037228542,0,1,Medium
BATCH_04370,Nashik,Line_B,827,734,709,25,46,0.3,11,High,A,Axle,East,1,0.8875453446191052,0.0340599455040872,0.9659400544959128,62.67029972752044,0,1,Low
BATCH_04371,Bangalore,Line_C,864,630,594,36,39,0.63,4,High,C,Electronics,West,1,0.7291666666666666,0.05714285714285714,0.9428571428571428,61.904761904761905,1,1,Medium
BATCH_04372,Chakan,Line_B,750,691,662,29,34,0.24,5,Medium,C,Engine,North,0,0.9213333333333333,0.041968162083936326,0.9580318379160637,49.204052098408106,1,0,Low
BATCH_04373,Nashik,Line_B,1212,1080,1051,29,42,0.18,8,Low,C,Axle,North,0,0.8910891089108911,0.026851851851851852,0.9731481481481481,38.888888888888886,1,0,Low
BATCH_04374,Chakan,Line_B,1289,1050,1011,39,33,0.34,1,Low,C,Axle,South,0,0.8145849495733126,0.037142857142857144,0.9628571428571429,31.428571428571427,1,0,Medium
